Stream ID,MaxE2EDelay,Path,Deadline
Stream_17,292.4523027191777,ES_5 -> Switch_3 -> Switch_352 -> Switch_177 -> Switch_58 -> Switch_74 -> ES_148,15498.0
Stream_18,143.5843937262181,ES_5 -> Switch_3 -> Switch_352 -> ES_704,12445.0
Stream_19,336.7308745629855,ES_5 -> Switch_3 -> Switch_352 -> Switch_182 -> Switch_266 -> Switch_295 -> Switch_343 -> Switch_639 -> Switch_397 -> Switch_399 -> ES_797,1307.0
Stream_20,1450.392798087215,ES_5 -> Switch_3 -> Switch_352 -> Switch_182 -> Switch_266 -> Switch_72 -> Switch_86 -> Switch_753 -> Switch_979 -> Switch_691 -> ES_1382,10451.0
Stream_21,502.65222751119154,ES_6 -> Switch_3 -> Switch_667 -> Switch_805 -> Switch_345 -> Switch_20 -> Switch_258 -> Switch_692 -> Switch_32 -> Switch_997 -> ES_1994,4276.0
Stream_22,799.2357579279907,ES_6 -> Switch_3 -> Switch_352 -> Switch_983 -> Switch_63 -> Switch_149 -> Switch_78 -> Switch_699 -> Switch_517 -> ES_1034,17418.0
Stream_23,951.497594002445,ES_6 -> Switch_3 -> Switch_5 -> Switch_911 -> Switch_14 -> Switch_995 -> Switch_970 -> Switch_144 -> Switch_17 -> Switch_263 -> ES_526,3242.0
Stream_24,1300.5164088774236,ES_6 -> Switch_3 -> Switch_352 -> Switch_182 -> Switch_266 -> Switch_72 -> Switch_86 -> Switch_753 -> Switch_979 -> Switch_67 -> Switch_463 -> Switch_714 -> ES_1428,14180.0
Stream_25,791.227589768966,ES_7 -> Switch_4 -> Switch_73 -> Switch_209 -> Switch_232 -> Switch_200 -> Switch_449 -> Switch_572 -> Switch_97 -> Switch_8 -> Switch_125 -> Switch_67 -> Switch_15 -> Switch_40 -> Switch_606 -> ES_1212,1495.0
Stream_26,200.42399999999998,ES_7 -> Switch_4 -> Switch_73 -> Switch_48 -> Switch_289 -> Switch_10 -> Switch_19 -> Switch_258 -> Switch_692 -> Switch_225 -> ES_450,1105.0
Stream_27,188.60073255146318,ES_7 -> Switch_4 -> Switch_73 -> Switch_90 -> Switch_143 -> Switch_95 -> ES_189,4033.0
Stream_28,959.547984521671,ES_7 -> Switch_4 -> Switch_73 -> Switch_309 -> Switch_110 -> Switch_911 -> Switch_14 -> Switch_46 -> Switch_543 -> Switch_178 -> Switch_301 -> Switch_7 -> ES_13,15286.0
Stream_29,227.04104991151814,ES_8 -> Switch_4 -> Switch_73 -> Switch_48 -> Switch_289 -> Switch_10 -> Switch_19 -> Switch_653 -> ES_1306,13958.0
Stream_30,332.46335386809835,ES_8 -> Switch_4 -> Switch_73 -> Switch_309 -> Switch_110 -> Switch_911 -> Switch_14 -> ES_27,1193.0
Stream_31,502.97767656637217,ES_8 -> Switch_4 -> Switch_73 -> Switch_139 -> Switch_464 -> Switch_160 -> Switch_959 -> Switch_51 -> Switch_588 -> Switch_726 -> Switch_461 -> ES_921,15941.0
Stream_32,287.3770163261848,ES_8 -> Switch_4 -> Switch_73 -> Switch_48 -> Switch_289 -> Switch_10 -> Switch_385 -> ES_770,14102.0
Stream_33,541.0393230437494,ES_9 -> Switch_5 -> Switch_417 -> Switch_126 -> Switch_363 -> Switch_902 -> Switch_24 -> Switch_349 -> ES_698,4682.0
Stream_34,599.6970379970638,ES_9 -> Switch_5 -> Switch_3 -> Switch_667 -> Switch_805 -> Switch_345 -> Switch_20 -> Switch_258 -> Switch_692 -> Switch_44 -> Switch_82 -> Switch_505 -> ES_1009,3541.0
Stream_35,179.6133865166783,ES_9 -> Switch_5 -> Switch_70 -> Switch_308 -> Switch_105 -> Switch_107 -> Switch_520 -> ES_1039,6006.0
Stream_36,527.8654815144073,ES_9 -> Switch_5 -> Switch_417 -> Switch_126 -> Switch_363 -> Switch_2 -> Switch_387 -> Switch_39 -> Switch_365 -> Switch_921 -> ES_1842,11817.0
Stream_37,337.012133011432,ES_10 -> Switch_5 -> Switch_160 -> Switch_959 -> Switch_51 -> Switch_775 -> Switch_938 -> Switch_570 -> ES_1139,14847.0
Stream_38,1127.8504566971305,ES_10 -> Switch_5 -> Switch_417 -> Switch_126 -> Switch_363 -> Switch_902 -> Switch_24 -> Switch_601 -> Switch_328 -> Switch_15 -> Switch_164 -> ES_327,6422.0
Stream_39,510.6475956299642,ES_10 -> Switch_5 -> Switch_155 -> Switch_177 -> Switch_58 -> Switch_42 -> Switch_168 -> Switch_722 -> ES_1444,5034.0
Stream_40,697.4051174621777,ES_10 -> Switch_5 -> Switch_155 -> Switch_177 -> Switch_58 -> Switch_42 -> Switch_25 -> Switch_467 -> Switch_65 -> Switch_488 -> ES_975,15492.0
Stream_41,98.92,ES_11 -> Switch_6 -> Switch_456 -> Switch_825 -> Switch_34 -> Switch_206 -> Switch_364 -> ES_728,6591.0
Stream_42,197.224,ES_11 -> Switch_6 -> Switch_170 -> Switch_225 -> Switch_692 -> Switch_258 -> Switch_20 -> Switch_345 -> Switch_805 -> Switch_192 -> ES_383,1228.0
Stream_43,298.712,ES_11 -> Switch_6 -> Switch_93 -> Switch_118 -> Switch_16 -> Switch_919 -> Switch_340 -> Switch_311 -> Switch_465 -> Switch_106 -> Switch_502 -> Switch_720 -> Switch_51 -> ES_102,16360.0
Stream_44,479.0355524062,ES_11 -> Switch_6 -> Switch_93 -> Switch_118 -> Switch_16 -> Switch_1013 -> Switch_39 -> Switch_837 -> Switch_24 -> Switch_401 -> ES_801,4454.0
Stream_45,152.872,ES_12 -> Switch_6 -> Switch_170 -> Switch_225 -> Switch_692 -> Switch_653 -> Switch_123 -> Switch_151 -> Switch_200 -> Switch_1 -> ES_1,3056.0
Stream_46,815.8907307037304,ES_12 -> Switch_6 -> Switch_93 -> Switch_754 -> Switch_696 -> Switch_827 -> Switch_518 -> Switch_89 -> Switch_646 -> ES_1291,12522.0
Stream_47,739.8993748582561,ES_12 -> Switch_6 -> Switch_93 -> Switch_118 -> Switch_77 -> Switch_260 -> Switch_30 -> Switch_127 -> Switch_23 -> Switch_922 -> Switch_119 -> Switch_222 -> ES_443,13598.0
Stream_48,900.682935038391,ES_12 -> Switch_6 -> Switch_456 -> Switch_1011 -> Switch_989 -> Switch_967 -> Switch_69 -> Switch_765 -> Switch_184 -> Switch_341 -> ES_682,7885.0
Stream_49,69.84175411501727,ES_13 -> Switch_7 -> Switch_752 -> ES_1504,5703.0
Stream_50,597.2645803731244,ES_13 -> Switch_7 -> Switch_301 -> Switch_193 -> Switch_99 -> Switch_669 -> Switch_281 -> Switch_106 -> Switch_887 -> Switch_757 -> Switch_649 -> ES_1298,19286.0
Stream_51,556.8260772066174,ES_13 -> Switch_7 -> Switch_461 -> Switch_514 -> Switch_269 -> Switch_880 -> Switch_401 -> Switch_24 -> Switch_660 -> Switch_563 -> ES_1125,19706.0
Stream_52,890.4872787590868,ES_13 -> Switch_7 -> Switch_461 -> Switch_514 -> Switch_121 -> Switch_848 -> Switch_783 -> Switch_761 -> Switch_387 -> Switch_39 -> Switch_1013 -> Switch_16 -> Switch_754 -> ES_1508,11856.0
Stream_53,226.536,ES_14 -> Switch_7 -> Switch_301 -> Switch_178 -> Switch_543 -> Switch_46 -> Switch_14 -> Switch_673 -> ES_1345,2599.0
Stream_54,285.54400000000004,ES_14 -> Switch_7 -> Switch_301 -> Switch_193 -> Switch_99 -> Switch_995 -> Switch_502 -> Switch_126 -> Switch_177 -> Switch_143 -> ES_286,2696.0
Stream_55,790.0064244234942,ES_14 -> Switch_7 -> Switch_461 -> Switch_514 -> Switch_269 -> Switch_880 -> Switch_401 -> Switch_24 -> Switch_8 -> Switch_397 -> ES_794,19140.0
Stream_56,186.592,ES_14 -> Switch_7 -> Switch_461 -> Switch_514 -> Switch_269 -> Switch_880 -> Switch_401 -> Switch_24 -> Switch_55 -> Switch_83 -> ES_165,15607.0
Stream_57,119.76863967036317,ES_15 -> Switch_8 -> Switch_397 -> Switch_87 -> ES_174,3873.0
Stream_58,286.86762153240596,ES_15 -> Switch_8 -> Switch_24 -> Switch_18 -> Switch_795 -> Switch_445 -> Switch_308 -> Switch_160 -> ES_320,13416.0
Stream_59,51.104,ES_15 -> Switch_8 -> Switch_884 -> ES_1767,7036.0
Stream_60,180.47931234367172,ES_15 -> Switch_8 -> Switch_24 -> Switch_55 -> Switch_620 -> ES_1240,3218.0
Stream_61,274.1524286887192,ES_16 -> Switch_8 -> Switch_270 -> Switch_664 -> Switch_768 -> ES_1535,13455.0
Stream_62,371.58821959080313,ES_16 -> Switch_8 -> Switch_97 -> Switch_949 -> Switch_315 -> Switch_770 -> Switch_258 -> Switch_186 -> ES_371,4364.0
Stream_63,101.312,ES_16 -> Switch_8 -> Switch_435 -> Switch_114 -> Switch_880 -> ES_1759,4558.0
Stream_64,329.0083712088077,ES_16 -> Switch_8 -> Switch_24 -> Switch_18 -> Switch_1023 -> ES_2046,11003.0
Stream_65,337.8829035879705,ES_17 -> Switch_9 -> Switch_320 -> Switch_69 -> Switch_83 -> Switch_38 -> Switch_11 -> Switch_881 -> ES_1762,8047.0
Stream_66,577.6983944701383,ES_17 -> Switch_9 -> Switch_80 -> Switch_391 -> Switch_601 -> Switch_24 -> Switch_287 -> Switch_27 -> Switch_107 -> Switch_683 -> ES_1365,7183.0
Stream_67,348.5964404317899,ES_17 -> Switch_9 -> Switch_728 -> Switch_211 -> Switch_958 -> Switch_35 -> Switch_465 -> Switch_197 -> Switch_614 -> Switch_948 -> Switch_309 -> Switch_423 -> ES_846,19643.0
Stream_68,334.5821107625376,ES_17 -> Switch_9 -> Switch_26 -> Switch_87 -> Switch_397 -> Switch_639 -> Switch_343 -> Switch_295 -> Switch_266 -> Switch_68 -> Switch_155 -> Switch_464 -> ES_927,13438.0
Stream_69,242.3009261108959,ES_18 -> Switch_9 -> Switch_320 -> Switch_69 -> Switch_83 -> Switch_38 -> Switch_11 -> Switch_757 -> ES_1513,15737.0
Stream_70,1078.2816313626809,ES_18 -> Switch_9 -> Switch_358 -> Switch_15 -> Switch_43 -> Switch_162 -> Switch_120 -> Switch_593 -> ES_1186,8432.0
Stream_71,229.90351605437996,ES_18 -> Switch_9 -> Switch_26 -> Switch_243 -> Switch_61 -> Switch_712 -> Switch_441 -> ES_882,1044.0
Stream_72,1017.4795203770553,ES_18 -> Switch_9 -> Switch_728 -> Switch_211 -> Switch_958 -> Switch_35 -> Switch_465 -> Switch_197 -> Switch_58 -> Switch_143 -> Switch_90 -> Switch_73 -> Switch_759 -> ES_1517,2076.0
Stream_73,67.1572828654038,ES_19 -> Switch_10 -> Switch_95 -> Switch_641 -> ES_1282,7564.0
Stream_74,82.76743158761462,ES_19 -> Switch_10 -> Switch_95 -> Switch_805 -> ES_1609,6326.0
Stream_75,296.1059445056814,ES_19 -> Switch_10 -> Switch_19 -> Switch_258 -> Switch_692 -> Switch_727 -> ES_1454,2349.0
Stream_76,140.1447606722847,ES_19 -> Switch_10 -> Switch_20 -> Switch_25 -> Switch_558 -> ES_1115,15313.0
Stream_77,193.8047636234501,ES_20 -> Switch_10 -> Switch_20 -> Switch_25 -> Switch_274 -> Switch_521 -> Switch_458 -> Switch_56 -> Switch_955 -> ES_1910,10348.0
Stream_78,463.7775315863138,ES_20 -> Switch_10 -> Switch_95 -> Switch_437 -> Switch_876 -> Switch_675 -> Switch_912 -> Switch_405 -> Switch_678 -> Switch_372 -> Switch_739 -> ES_1478,14396.0
Stream_79,455.0186697355504,ES_20 -> Switch_10 -> Switch_426 -> Switch_305 -> Switch_449 -> Switch_72 -> Switch_114 -> Switch_952 -> ES_1904,19017.0
Stream_80,191.86438489667495,ES_20 -> Switch_10 -> Switch_20 -> Switch_25 -> Switch_756 -> Switch_134 -> ES_268,1867.0
Stream_81,224.56213593204436,ES_21 -> Switch_11 -> Switch_55 -> Switch_24 -> Switch_282 -> Switch_191 -> ES_381,6570.0
Stream_82,349.34453719981383,ES_21 -> Switch_11 -> Switch_38 -> Switch_306 -> Switch_939 -> Switch_77 -> ES_153,13631.0
Stream_83,365.11938323222876,ES_21 -> Switch_11 -> Switch_38 -> Switch_83 -> Switch_69 -> Switch_765 -> Switch_184 -> Switch_463 -> Switch_41 -> ES_82,15347.0
Stream_84,132.04016330347744,ES_21 -> Switch_11 -> Switch_55 -> Switch_339 -> Switch_369 -> ES_737,10135.0
Stream_85,361.6824170122416,ES_22 -> Switch_11 -> Switch_38 -> Switch_83 -> Switch_69 -> Switch_765 -> Switch_184 -> Switch_463 -> Switch_41 -> ES_81,10654.0
Stream_86,398.93087643034806,ES_22 -> Switch_11 -> Switch_465 -> Switch_795 -> Switch_528 -> Switch_422 -> Switch_99 -> Switch_33 -> Switch_938 -> ES_1876,6494.0
Stream_87,404.46155230979514,ES_22 -> Switch_11 -> Switch_38 -> Switch_83 -> Switch_69 -> Switch_87 -> Switch_555 -> ES_1109,7029.0
Stream_88,100.09092405793832,ES_22 -> Switch_11 -> Switch_274 -> Switch_950 -> ES_1899,18665.0
Stream_89,266.67539413652895,ES_23 -> Switch_12 -> Switch_27 -> Switch_114 -> Switch_377 -> ES_753,6181.0
Stream_90,119.93311348826023,ES_23 -> Switch_12 -> Switch_589 -> Switch_58 -> Switch_426 -> ES_851,12944.0
Stream_91,105.01923277948055,ES_23 -> Switch_12 -> Switch_743 -> Switch_425 -> Switch_215 -> Switch_922 -> Switch_704 -> ES_1408,9283.0
Stream_92,112.89758620068545,ES_23 -> Switch_12 -> Switch_244 -> Switch_228 -> Switch_468 -> ES_936,18624.0
Stream_93,726.4038731391361,ES_24 -> Switch_12 -> Switch_72 -> Switch_86 -> Switch_753 -> Switch_979 -> Switch_691 -> Switch_164 -> ES_328,4289.0
Stream_94,502.1036337998685,ES_24 -> Switch_12 -> Switch_27 -> Switch_107 -> Switch_46 -> Switch_286 -> ES_571,12828.0
Stream_95,161.7490102604617,ES_24 -> Switch_12 -> Switch_281 -> Switch_669 -> Switch_99 -> Switch_193 -> Switch_585 -> Switch_656 -> ES_1311,12836.0
Stream_96,444.1598102294683,ES_24 -> Switch_12 -> Switch_72 -> Switch_292 -> Switch_518 -> Switch_179 -> ES_357,5214.0
Stream_97,175.5466570126398,ES_25 -> Switch_13 -> Switch_495 -> Switch_37 -> Switch_830 -> ES_1660,14963.0
Stream_98,171.00328825568346,ES_25 -> Switch_13 -> Switch_495 -> Switch_37 -> Switch_917 -> ES_1834,8780.0
Stream_99,741.6958388521318,ES_25 -> Switch_13 -> Switch_380 -> Switch_762 -> Switch_967 -> Switch_69 -> Switch_993 -> Switch_188 -> Switch_438 -> Switch_506 -> Switch_1001 -> ES_2001,16155.0
Stream_100,53.525975903614466,ES_25 -> Switch_13 -> Switch_93 -> Switch_400 -> ES_800,19235.0
Stream_101,428.19568882830083,ES_26 -> Switch_13 -> Switch_118 -> Switch_172 -> Switch_180 -> Switch_815 -> Switch_55 -> Switch_339 -> Switch_114 -> ES_228,5695.0
Stream_102,349.02227874851144,ES_26 -> Switch_13 -> Switch_973 -> Switch_789 -> Switch_519 -> Switch_620 -> Switch_430 -> Switch_295 -> Switch_27 -> Switch_108 -> ES_215,12689.0
Stream_103,305.38800696457474,ES_26 -> Switch_13 -> Switch_118 -> Switch_236 -> Switch_921 -> Switch_243 -> Switch_399 -> Switch_141 -> Switch_478 -> Switch_238 -> Switch_129 -> ES_257,6683.0
Stream_104,345.3263620925512,ES_26 -> Switch_13 -> Switch_642 -> Switch_273 -> Switch_104 -> Switch_490 -> Switch_852 -> Switch_15 -> Switch_102 -> ES_203,15226.0
Stream_105,432.2823248144671,ES_27 -> Switch_14 -> Switch_995 -> Switch_970 -> Switch_144 -> Switch_516 -> Switch_294 -> ES_588,3176.0
Stream_106,380.59492634882633,ES_27 -> Switch_14 -> Switch_46 -> Switch_635 -> ES_1270,13925.0
Stream_107,327.85913807832725,ES_27 -> Switch_14 -> Switch_244 -> Switch_614 -> Switch_156 -> Switch_143 -> ES_285,13510.0
Stream_108,134.30413636429154,ES_27 -> Switch_14 -> Switch_622 -> ES_1243,19430.0
Stream_109,219.6529462265929,ES_28 -> Switch_14 -> Switch_163 -> Switch_443 -> Switch_1023 -> Switch_35 -> Switch_324 -> Switch_905 -> ES_1809,2913.0
Stream_110,931.6839319261755,ES_28 -> Switch_14 -> Switch_194 -> Switch_382 -> Switch_18 -> Switch_680 -> Switch_127 -> Switch_69 -> Switch_399 -> ES_797,18501.0
Stream_111,239.83130184879033,ES_28 -> Switch_14 -> Switch_22 -> Switch_117 -> Switch_591 -> Switch_514 -> Switch_873 -> ES_1745,1980.0
Stream_112,322.4438936897221,ES_28 -> Switch_14 -> Switch_46 -> Switch_543 -> Switch_330 -> Switch_569 -> ES_1138,18557.0
Stream_113,390.51967166768685,ES_29 -> Switch_15 -> Switch_43 -> Switch_751 -> Switch_408 -> Switch_101 -> Switch_79 -> Switch_214 -> Switch_344 -> ES_687,5005.0
Stream_114,341.8658499394446,ES_29 -> Switch_15 -> Switch_43 -> Switch_947 -> Switch_191 -> Switch_880 -> Switch_520 -> Switch_288 -> ES_575,9683.0
Stream_115,583.642054183654,ES_29 -> Switch_15 -> Switch_328 -> Switch_601 -> Switch_24 -> Switch_302 -> ES_603,5129.0
Stream_116,247.57600000000002,ES_29 -> Switch_15 -> Switch_328 -> Switch_601 -> Switch_24 -> Switch_287 -> Switch_27 -> Switch_107 -> Switch_683 -> ES_1365,13234.0
Stream_117,328.06499584371323,ES_30 -> Switch_15 -> Switch_43 -> Switch_947 -> Switch_300 -> Switch_855 -> Switch_121 -> ES_241,15140.0
Stream_118,1198.4527270848173,ES_30 -> Switch_15 -> Switch_328 -> Switch_601 -> Switch_660 -> Switch_84 -> Switch_152 -> Switch_74 -> Switch_345 -> ES_690,16729.0
Stream_119,389.5905233735307,ES_30 -> Switch_15 -> Switch_43 -> Switch_92 -> Switch_771 -> ES_1541,4907.0
Stream_120,444.84779910586116,ES_30 -> Switch_15 -> Switch_328 -> Switch_601 -> Switch_660 -> Switch_84 -> Switch_152 -> Switch_149 -> ES_297,15024.0
Stream_121,303.74878319659064,ES_31 -> Switch_16 -> Switch_919 -> Switch_340 -> Switch_311 -> Switch_465 -> Switch_106 -> Switch_502 -> Switch_720 -> Switch_132 -> ES_264,15658.0
Stream_122,604.1617295324866,ES_31 -> Switch_16 -> Switch_203 -> Switch_967 -> Switch_69 -> Switch_993 -> Switch_188 -> Switch_438 -> Switch_807 -> ES_1614,19563.0
Stream_123,683.4663694045045,ES_31 -> Switch_16 -> Switch_203 -> Switch_967 -> Switch_69 -> Switch_765 -> Switch_184 -> Switch_895 -> ES_1790,15391.0
Stream_124,208.68657633310949,ES_31 -> Switch_16 -> Switch_34 -> Switch_827 -> ES_1653,9507.0
Stream_125,994.7984708019956,ES_32 -> Switch_16 -> Switch_1013 -> Switch_39 -> Switch_387 -> Switch_2 -> Switch_597 -> Switch_528 -> Switch_422 -> Switch_99 -> Switch_968 -> ES_1936,3198.0
Stream_126,302.5683494122528,ES_32 -> Switch_16 -> Switch_1013 -> Switch_39 -> Switch_38 -> Switch_572 -> ES_1144,19277.0
Stream_127,122.04696522624984,ES_32 -> Switch_16 -> Switch_94 -> Switch_338 -> Switch_611 -> ES_1222,16542.0
Stream_128,94.59322362293163,ES_32 -> Switch_16 -> Switch_507 -> Switch_32 -> Switch_879 -> ES_1758,8981.0
Stream_129,264.50077525740926,ES_33 -> Switch_17 -> Switch_733 -> Switch_557 -> Switch_382 -> Switch_72 -> Switch_740 -> ES_1480,10199.0
Stream_130,526.6669710798575,ES_33 -> Switch_17 -> Switch_144 -> Switch_71 -> Switch_377 -> Switch_1002 -> Switch_295 -> ES_589,14983.0
Stream_131,1020.2106380727345,ES_33 -> Switch_17 -> Switch_144 -> Switch_71 -> Switch_377 -> Switch_1002 -> Switch_295 -> Switch_547 -> Switch_74 -> Switch_883 -> Switch_321 -> ES_642,14048.0
Stream_132,185.92000000000002,ES_33 -> Switch_17 -> Switch_144 -> Switch_71 -> Switch_100 -> Switch_114 -> Switch_834 -> ES_1667,13027.0
Stream_133,525.4104336159539,ES_34 -> Switch_17 -> Switch_733 -> Switch_557 -> Switch_382 -> Switch_106 -> Switch_374 -> Switch_641 -> Switch_839 -> Switch_174 -> ES_347,2136.0
Stream_134,214.68678731212685,ES_34 -> Switch_17 -> Switch_144 -> Switch_71 -> Switch_600 -> ES_1200,2855.0
Stream_135,189.56799999999998,ES_34 -> Switch_17 -> Switch_79 -> Switch_101 -> Switch_408 -> Switch_751 -> Switch_43 -> Switch_550 -> ES_1099,4301.0
Stream_136,907.7956077949134,ES_34 -> Switch_17 -> Switch_144 -> Switch_419 -> Switch_333 -> Switch_359 -> ES_718,6420.0
Stream_137,341.76476819655784,ES_35 -> Switch_18 -> Switch_24 -> Switch_660 -> Switch_454 -> ES_907,16745.0
Stream_138,325.8320345642594,ES_35 -> Switch_18 -> Switch_795 -> Switch_445 -> Switch_308 -> Switch_70 -> Switch_826 -> ES_1652,8930.0
Stream_139,216.6973237745585,ES_35 -> Switch_18 -> Switch_428 -> Switch_191 -> Switch_858 -> ES_1716,14318.0
Stream_140,494.62700212942235,ES_35 -> Switch_18 -> Switch_2 -> Switch_35 -> Switch_364 -> ES_728,19470.0
Stream_141,198.09455662682186,ES_36 -> Switch_18 -> Switch_2 -> Switch_106 -> Switch_183 -> Switch_526 -> ES_1052,15730.0
Stream_142,107.7407588604319,ES_36 -> Switch_18 -> Switch_24 -> Switch_573 -> ES_1146,13963.0
Stream_143,922.1464844290086,ES_36 -> Switch_18 -> Switch_24 -> Switch_601 -> Switch_328 -> Switch_15 -> Switch_252 -> ES_503,17108.0
Stream_144,927.083804997204,ES_36 -> Switch_18 -> Switch_424 -> Switch_518 -> Switch_827 -> Switch_34 -> Switch_65 -> Switch_225 -> ES_449,19845.0
Stream_145,157.09485968839198,ES_37 -> Switch_19 -> Switch_258 -> Switch_186 -> ES_372,4964.0
Stream_146,387.78127271529735,ES_37 -> Switch_19 -> Switch_42 -> Switch_58 -> Switch_334 -> Switch_445 -> Switch_105 -> Switch_14 -> Switch_46 -> Switch_36 -> ES_72,10539.0
Stream_147,311.6643467953545,ES_37 -> Switch_19 -> Switch_42 -> Switch_58 -> Switch_334 -> Switch_445 -> Switch_992 -> Switch_809 -> Switch_853 -> ES_1706,17417.0
Stream_148,175.76577725735106,ES_37 -> Switch_19 -> Switch_386 -> Switch_950 -> Switch_179 -> Switch_39 -> Switch_30 -> Switch_790 -> ES_1580,15642.0
Stream_149,1336.2351441195303,ES_38 -> Switch_19 -> Switch_42 -> Switch_277 -> Switch_1003 -> Switch_128 -> Switch_127 -> Switch_125 -> Switch_67 -> Switch_463 -> Switch_41 -> ES_81,14850.0
Stream_150,827.8706368227242,ES_38 -> Switch_19 -> Switch_42 -> Switch_277 -> Switch_1003 -> Switch_35 -> Switch_279 -> Switch_215 -> Switch_66 -> Switch_616 -> ES_1232,14973.0
Stream_151,1034.6304928748136,ES_38 -> Switch_19 -> Switch_42 -> Switch_277 -> Switch_1003 -> Switch_128 -> Switch_127 -> Switch_125 -> Switch_88 -> Switch_448 -> Switch_81 -> Switch_249 -> ES_497,1000.0
Stream_152,116.36671452973036,ES_38 -> Switch_19 -> Switch_42 -> Switch_159 -> Switch_518 -> ES_1036,9601.0
Stream_153,624.3441279438027,ES_39 -> Switch_20 -> Switch_25 -> Switch_756 -> Switch_311 -> Switch_97 -> Switch_8 -> Switch_270 -> Switch_341 -> Switch_238 -> ES_475,1649.0
Stream_154,272.4389437881689,ES_39 -> Switch_20 -> Switch_230 -> Switch_156 -> Switch_614 -> Switch_244 -> Switch_14 -> Switch_624 -> ES_1248,13318.0
Stream_155,434.9660408844774,ES_39 -> Switch_20 -> Switch_25 -> Switch_756 -> Switch_39 -> Switch_458 -> ES_915,3585.0
Stream_156,334.9193297971958,ES_39 -> Switch_20 -> Switch_25 -> Switch_756 -> Switch_39 -> Switch_365 -> Switch_921 -> Switch_874 -> ES_1748,8978.0
Stream_157,341.7614230738838,ES_40 -> Switch_20 -> Switch_42 -> Switch_305 -> Switch_374 -> Switch_158 -> Switch_194 -> Switch_422 -> Switch_360 -> Switch_303 -> Switch_493 -> ES_985,16776.0
Stream_158,433.98409081804516,ES_40 -> Switch_20 -> Switch_42 -> Switch_277 -> Switch_449 -> Switch_72 -> Switch_382 -> Switch_557 -> Switch_733 -> Switch_17 -> Switch_569 -> ES_1137,17832.0
Stream_159,525.1934514634572,ES_40 -> Switch_20 -> Switch_42 -> Switch_58 -> Switch_197 -> Switch_1006 -> Switch_281 -> ES_561,4009.0
Stream_160,157.80905080411355,ES_40 -> Switch_20 -> Switch_25 -> Switch_57 -> Switch_315 -> ES_629,14352.0
Stream_161,940.5185836891833,ES_41 -> Switch_21 -> Switch_373 -> Switch_968 -> Switch_591 -> Switch_253 -> Switch_114 -> Switch_86 -> ES_171,5625.0
Stream_162,190.06617903593784,ES_41 -> Switch_21 -> Switch_373 -> Switch_33 -> Switch_36 -> Switch_683 -> ES_1366,2223.0
Stream_163,62.38373580876784,ES_41 -> Switch_21 -> Switch_122 -> Switch_840 -> ES_1679,15386.0
